aqi,dt,co,no,no2,o3,so2,pm2_5,pm10,nh3
2,1711789200,407.22,1.66,13.88,71.53,16.45,8.21,10.62,3.04
2,1711792800,494.0,2.26,21.08,60.08,22.41,9.65,13.18,4.24
2,1711796400,620.84,1.09,30.85,37.55,27.66,12.24,17.89,6.08
2,1711800000,667.57,0.11,33.24,20.56,27.18,14.78,22.3,7.41
2,1711803600,660.9,0.4,32.22,13.23,25.99,16.39,25.76,7.92
2,1711807200,634.19,0.64,31.87,10.37,25.99,17.27,27.69,7.6
2,1711810800,640.87,0.87,32.9,8.67,27.18,18.71,29.96,7.41
2,1711814400,634.19,1.02,33.59,7.6,27.42,18.86,30.36,6.9
2,1711818000,574.11,0.87,33.24,8.05,25.99,16.84,27.73,5.7
2,1711821600,520.71,0.75,32.56,8.58,25.75,15.86,26.04,5.13
2,1711825200,500.68,1.15,32.9,6.35,27.66,16.43,26.14,5.26
2,1711828800,514.03,2.57,33.59,2.86,30.99,17.74,27.2,5.57
2,1711832400,527.38,5.31,32.9,0.89,34.33,18.87,28.43,5.95
2,1711836000,520.71,6.26,33.59,0.64,35.29,18.59,27.98,5.7
2,1711839600,527.38,7.38,34.62,0.43,37.67,18.87,28.26,5.7
2,1711843200,627.52,11.18,34.96,0.3,42.92,21.8,31.84,6.65
2,1711846800,734.33,14.19,33.59,1.56,43.87,22.69,32.92,7.28
2,1711850400,747.68,13.75,33.24,3.0,42.92,20.67,30.56,7.54
2,1711854000,680.92,11.18,33.59,5.05,41.48,17.99,27.34,7.16
2,1711857600,560.76,6.59,30.5,6.17,34.81,13.1,20.31,5.83
2,1711861200,494.0,3.52,29.47,5.28,31.95,10.02,15.68,5.13
2,1711864800,480.65,1.73,29.82,7.33,30.28,8.74,13.95,4.88
2,1711868400,473.98,0.91,30.16,11.09,30.04,8.27,12.92,4.75
2,1711872000,473.98,0.64,28.79,18.78,28.13,8.3,12.55,4.62
2,1711875600,460.62,0.39,25.02,27.54,23.6,7.97,11.85,4.31
2,1711879200,554.08,1.27,29.82,23.6,28.13,10.12,15.24,5.76
2,1711882800,674.25,1.79,35.3,10.01,33.38,13.78,21.21,7.79
2,1711886400,694.27,2.51,33.24,3.71,31.47,16.42,25.58,8.74
2,1711890000,654.22,2.4,30.16,3.89,27.18,17.08,26.92,8.36
2,1711893600,607.49,1.55,29.13,5.72,24.32,16.58,26.45,7.35
2,1711897200,594.14,0.83,28.45,9.03,22.89,16.92,26.9,6.65
2,1711900800,560.76,0.31,27.42,14.66,21.46,16.35,26.06,5.7
