date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
26-09-2024 03:00:00,5,3738.4,27.05,60.32,0.0,32.9,285.67,305.97,19.76
26-09-2024 04:00:00,5,3631.59,32.63,56.21,0.0,36.72,271.05,288.55,22.55
26-09-2024 05:00:00,5,3845.21,45.15,53.47,0.0,44.35,273.4,290.43,25.08
26-09-2024 06:00:00,5,4272.46,60.8,50.04,0.0,50.07,286.48,304.45,24.57
26-09-2024 07:00:00,5,5073.55,76.89,47.3,0.06,56.27,315.86,338.95,27.87
26-09-2024 08:00:00,5,6462.1,104.61,55.52,0.63,68.66,363.72,395.44,28.37
26-09-2024 09:00:00,5,7904.05,134.11,77.46,2.82,88.69,418.81,461.73,27.36
26-09-2024 10:00:00,5,8438.11,121.59,130.24,12.16,107.77,453.68,503.16,28.12
26-09-2024 11:00:00,5,2563.48,42.92,105.56,31.11,109.67,167.49,186.69,7.85
26-09-2024 12:00:00,4,1321.79,15.2,65.8,34.33,61.99,66.57,76.83,6.08
26-09-2024 13:00:00,3,894.55,5.03,50.04,30.4,44.35,31.8,38.54,5.57
26-09-2024 14:00:00,2,734.33,0.47,44.55,27.18,38.62,19.18,24.24,5.38
26-09-2024 15:00:00,2,727.65,0.39,44.55,26.11,41.01,16.76,21.61,5.57
26-09-2024 16:00:00,2,754.36,0.31,47.98,21.99,42.44,16.48,21.49,5.57
26-09-2024 17:00:00,2,1028.06,4.64,59.63,6.26,54.84,22.31,29.81,7.6
26-09-2024 18:00:00,3,1508.71,23.25,61.01,0.07,71.53,34.81,46.84,10.77
26-09-2024 19:00:00,3,1842.5,38.0,56.89,0.0,77.25,47.69,64.03,12.92
26-09-2024 20:00:00,4,2082.82,44.26,53.47,0.0,74.39,59.5,80.5,14.69
26-09-2024 21:00:00,4,2162.93,45.6,48.67,0.0,67.71,67.47,92.89,15.33
26-09-2024 22:00:00,4,2162.93,45.6,42.16,0.0,62.94,72.01,100.71,15.07
26-09-2024 23:00:00,4,2109.53,46.49,37.36,0.0,58.65,72.73,102.39,14.06
27-09-2024 00:00:00,4,1976.01,46.04,34.27,0.0,51.98,64.39,92.22,11.4
27-09-2024 01:00:00,4,1735.69,42.92,31.87,0.0,46.73,55.18,80.26,10.01
27-09-2024 02:00:00,4,1628.88,44.26,30.5,0.0,45.78,55.54,77.39,10.01
27-09-2024 03:00:00,4,1695.63,50.96,30.16,0.0,46.73,65.67,85.9,10.51
27-09-2024 04:00:00,5,1789.09,56.77,29.47,0.0,44.82,77.46,96.98,10.89
27-09-2024 05:00:00,5,1869.2,58.11,27.08,0.0,41.96,84.35,101.74,10.39
27-09-2024 06:00:00,5,1922.61,59.01,25.02,0.0,42.92,85.63,101.14,10.01
27-09-2024 07:00:00,5,2189.64,65.27,26.73,0.11,54.36,92.73,111.26,11.91
27-09-2024 08:00:00,5,2269.74,71.53,32.9,0.2,69.62,89.14,108.14,12.67
27-09-2024 09:00:00,5,2483.37,76.89,34.96,0.36,76.29,89.6,109.51,14.57
27-09-2024 10:00:00,5,2296.45,73.31,37.36,0.76,79.15,81.86,101.07,15.07
27-09-2024 11:00:00,3,1228.33,28.61,41.47,11.0,53.88,42.64,52.62,8.36
27-09-2024 12:00:00,3,947.95,12.41,41.13,37.55,44.35,33.16,40.34,6.84
27-09-2024 13:00:00,3,921.25,7.49,40.1,85.12,44.82,39.66,46.3,6.71
27-09-2024 14:00:00,4,1094.82,6.37,52.78,118.73,57.7,62.9,71.11,8.61
27-09-2024 15:00:00,5,1575.47,7.71,97.33,94.41,93.46,109.92,121.63,11.02
27-09-2024 16:00:00,5,2216.34,6.2,152.17,42.56,125.89,160.57,175.53,12.16
27-09-2024 17:00:00,5,3017.43,13.3,167.25,5.05,121.12,190.59,210.9,13.81
27-09-2024 18:00:00,5,4219.06,45.6,153.54,0.14,118.26,224.62,253.3,19.0
27-09-2024 19:00:00,5,5180.36,76.0,150.8,0.0,129.7,276.36,314.12,27.11
27-09-2024 20:00:00,5,6568.91,100.14,167.25,0.0,146.87,365.64,418.3,39.52
27-09-2024 21:00:00,5,8224.49,125.17,174.11,0.0,150.68,473.94,544.76,50.16
27-09-2024 22:00:00,5,9719.85,153.78,165.88,0.0,148.77,572.68,646.29,57.25
27-09-2024 23:00:00,5,10894.78,185.97,159.03,0.0,165.94,650.83,720.71,72.96
28-09-2024 00:00:00,5,11322.02,203.85,167.25,0.0,196.46,680.35,743.71,91.2
28-09-2024 01:00:00,5,10894.78,198.48,174.11,0.0,202.18,673.57,726.69,99.3
28-09-2024 02:00:00,5,9506.23,166.3,168.62,0.0,173.57,629.27,669.35,97.27
28-09-2024 03:00:00,5,8010.86,134.11,150.8,0.0,139.24,577.15,606.99,91.2
28-09-2024 04:00:00,5,7049.56,111.76,128.87,0.0,106.81,531.32,555.56,80.05
28-09-2024 05:00:00,5,6462.1,101.92,101.45,0.0,62.94,469.92,489.97,40.53
28-09-2024 06:00:00,5,6088.26,96.56,78.14,0.0,46.73,418.83,438.65,26.85
28-09-2024 07:00:00,5,6088.26,98.35,64.43,0.44,49.59,397.65,422.36,25.08
28-09-2024 08:00:00,5,5340.58,103.71,112.41,5.9,100.14,420.75,451.53,13.68
28-09-2024 09:00:00,5,5447.39,100.14,146.69,13.41,125.89,429.02,464.01,13.17
28-09-2024 10:00:00,5,5447.39,67.06,180.96,27.54,129.7,410.67,444.76,14.44
28-09-2024 11:00:00,5,2323.15,16.32,109.67,32.54,75.34,147.96,162.88,7.66
28-09-2024 12:00:00,5,1508.71,8.38,68.55,50.78,51.5,80.07,89.64,6.52
28-09-2024 13:00:00,4,1308.44,5.7,52.78,82.97,44.82,71.57,79.95,6.52
28-09-2024 14:00:00,5,1241.68,3.3,44.55,124.45,41.48,84.84,92.98,6.97
28-09-2024 15:00:00,5,1255.04,2.01,42.84,148.77,44.35,101.18,109.66,8.11
28-09-2024 16:00:00,5,1228.33,1.27,43.87,147.34,47.68,97.92,106.4,9.25
28-09-2024 17:00:00,5,1628.88,0.66,60.32,95.84,55.79,90.69,101.4,13.55
28-09-2024 18:00:00,5,2403.26,0.22,81.57,30.76,62.94,93.01,107.8,17.73
28-09-2024 19:00:00,5,2990.72,7.71,80.2,1.88,64.85,100.4,119.29,18.24
28-09-2024 20:00:00,5,3044.13,20.79,58.95,0.01,61.04,99.41,122.11,17.73
28-09-2024 21:00:00,5,2590.18,26.38,40.1,0.0,50.07,86.95,113.05,15.58
28-09-2024 22:00:00,5,2189.64,27.49,29.47,0.0,41.01,76.76,104.58,13.93
28-09-2024 23:00:00,4,1815.8,24.36,24.68,0.0,30.99,64.7,90.41,12.03
29-09-2024 00:00:00,4,1575.47,20.79,24.68,0.0,24.32,53.87,74.38,10.13
29-09-2024 01:00:00,4,1428.6,18.33,26.39,0.0,22.17,50.4,66.15,9.25
29-09-2024 02:00:00,4,1401.9,15.42,27.42,0.0,19.07,53.46,65.5,9.12
29-09-2024 03:00:00,4,1441.96,15.42,26.39,0.0,18.12,59.1,70.14,9.37
29-09-2024 04:00:00,4,1482.01,17.43,23.99,0.0,19.31,63.75,74.76,10.13
29-09-2024 05:00:00,4,1522.06,21.9,21.93,0.0,22.17,67.48,77.88,10.26
29-09-2024 06:00:00,4,1535.42,26.38,20.56,0.0,26.23,69.07,79.69,10.39
29-09-2024 07:00:00,4,1708.98,33.08,20.22,0.39,34.33,74.3,86.66,12.79
29-09-2024 08:00:00,5,1976.01,44.26,23.65,1.72,47.68,80.67,94.43,14.57
29-09-2024 09:00:00,5,1976.01,42.02,29.82,3.62,49.59,80.84,94.82,14.82
29-09-2024 10:00:00,4,1642.23,21.68,38.39,11.35,41.01,71.66,83.55,14.06
29-09-2024 11:00:00,3,700.95,1.82,19.02,51.5,16.93,25.47,29.05,5.45
29-09-2024 12:00:00,2,560.76,0.91,14.74,55.07,14.19,15.79,18.13,4.37
29-09-2024 13:00:00,2,540.73,0.74,15.77,49.35,15.02,12.8,14.96,4.31
29-09-2024 14:00:00,2,534.06,0.6,16.79,43.99,15.74,11.1,13.36,4.69
29-09-2024 15:00:00,2,560.76,0.54,21.59,36.12,19.79,11.62,14.26,5.76
29-09-2024 16:00:00,2,614.17,0.32,27.08,27.54,24.08,12.82,15.9,7.09
29-09-2024 17:00:00,2,1108.17,3.63,43.87,7.15,33.86,23.85,30.34,13.3
29-09-2024 18:00:00,3,1789.09,19.0,45.24,0.07,40.05,41.3,53.03,21.28
29-09-2024 19:00:00,4,2189.64,29.95,38.39,0.0,39.1,57.79,75.33,24.83
29-09-2024 20:00:00,5,2510.07,35.32,36.33,0.0,39.1,76.14,101.12,22.55
29-09-2024 21:00:00,5,2483.37,33.08,34.96,0.0,36.24,84.85,114.02,18.49
29-09-2024 22:00:00,5,2323.15,29.95,33.24,0.0,33.38,86.84,116.01,15.45
29-09-2024 23:00:00,5,2056.12,26.15,31.87,0.0,29.56,77.47,101.97,12.79
30-09-2024 00:00:00,4,1735.69,22.35,30.16,0.0,24.8,62.85,81.52,10.13
30-09-2024 01:00:00,4,1495.36,22.13,28.45,0.0,26.23,55.36,71.01,9.37
30-09-2024 02:00:00,3,1268.39,19.67,25.7,0.0,25.75,47.72,61.66,8.61
30-09-2024 03:00:00,3,1108.17,17.43,23.65,0.0,25.03,40.14,52.52,8.04
30-09-2024 04:00:00,3,988.01,16.54,22.28,0.01,25.75,33.97,44.78,7.66
30-09-2024 05:00:00,3,947.95,18.78,21.93,0.01,28.61,31.59,40.66,7.22
30-09-2024 06:00:00,3,1014.71,24.14,21.42,0.0,32.9,34.14,42.73,7.92
30-09-2024 07:00:00,3,1361.85,35.32,20.56,0.78,42.44,46.35,57.85,11.91
30-09-2024 08:00:00,4,1949.31,55.88,22.62,0.82,60.08,65.8,82.32,16.97
30-09-2024 09:00:00,4,2029.42,61.69,23.31,0.86,66.76,66.57,84.52,17.48
30-09-2024 10:00:00,3,1482.01,44.7,23.31,1.24,57.7,46.87,60.8,15.2
30-09-2024 11:00:00,2,587.46,6.93,18.16,14.13,22.17,12.28,16.16,5.38
30-09-2024 12:00:00,1,494.0,4.92,13.71,32.9,18.6,9.09,11.69,4.37
30-09-2024 13:00:00,2,500.68,4.3,13.88,58.65,20.03,12.81,15.42,4.5
30-09-2024 14:00:00,3,741.0,6.87,27.08,68.66,34.33,26.34,31.22,7.98
30-09-2024 15:00:00,3,1081.47,10.84,49.35,47.92,54.36,40.5,48.42,12.03
30-09-2024 16:00:00,4,1468.66,16.32,70.6,18.24,72.48,54.57,65.28,14.82
30-09-2024 17:00:00,5,2616.88,44.7,77.46,1.52,88.69,88.77,105.39,20.27
30-09-2024 18:00:00,5,4432.68,97.45,69.92,0.03,103.0,144.96,170.88,27.87
30-09-2024 19:00:00,5,5981.45,143.05,65.12,0.0,119.21,215.74,253.06,38.0
30-09-2024 20:00:00,5,7690.43,185.97,76.77,0.0,152.59,313.17,364.46,56.24
30-09-2024 21:00:00,5,8865.36,218.15,90.48,0.0,186.92,410.29,472.75,72.96
30-09-2024 22:00:00,5,9613.04,246.76,94.59,0.0,221.25,488.33,559.17,89.17
30-09-2024 23:00:00,5,9399.41,250.34,90.48,0.0,226.97,496.28,566.19,90.18
01-10-2024 00:00:00,5,8758.54,253.92,87.74,0.0,215.53,473.47,530.33,76.0
01-10-2024 01:00:00,5,8010.86,253.92,87.74,0.0,205.99,451.58,491.67,62.32
01-10-2024 02:00:00,5,6622.31,232.46,79.51,0.0,177.38,402.06,431.9,47.62
01-10-2024 03:00:00,5,5340.58,202.06,63.75,0.0,131.61,336.14,359.93,31.41
01-10-2024 04:00:00,5,4539.49,178.81,52.09,0.0,99.18,285.0,305.3,22.04
01-10-2024 05:00:00,5,4058.84,159.14,44.55,0.0,80.11,243.09,261.31,17.73
01-10-2024 06:00:00,5,3524.78,132.32,36.33,0.0,63.9,199.73,217.97,15.58
01-10-2024 07:00:00,5,3044.13,96.56,30.5,0.08,56.74,152.94,171.92,16.47
01-10-2024 08:00:00,5,2616.88,78.68,29.13,0.31,61.99,115.81,133.66,16.09
01-10-2024 09:00:00,5,2510.07,76.0,28.1,0.31,65.8,102.07,119.24,16.21
01-10-2024 10:00:00,5,2002.72,61.69,26.39,0.32,60.56,77.95,91.85,14.44
01-10-2024 11:00:00,2,807.76,13.19,22.96,3.04,27.18,23.84,28.35,5.89
01-10-2024 12:00:00,2,627.52,6.37,23.65,2.86,25.75,14.13,17.26,5.19
01-10-2024 13:00:00,2,647.54,8.05,26.05,1.48,30.99,13.68,16.9,5.76
01-10-2024 14:00:00,2,687.6,11.29,24.68,1.83,35.76,14.43,17.96,6.4
01-10-2024 15:00:00,2,720.98,14.53,22.96,2.28,37.19,15.6,19.49,6.97
01-10-2024 16:00:00,2,754.36,14.98,22.62,1.63,34.81,16.5,20.49,6.9
01-10-2024 17:00:00,3,1388.55,31.29,24.68,0.55,39.58,32.16,39.98,10.13
01-10-2024 18:00:00,4,2510.07,60.8,26.73,0.04,48.16,63.1,78.49,14.31
01-10-2024 19:00:00,5,3471.37,83.15,28.79,0.0,56.27,100.83,125.31,18.49
01-10-2024 20:00:00,5,5073.55,121.59,33.59,0.0,75.34,176.34,215.02,26.35
01-10-2024 21:00:00,5,6568.91,157.36,37.01,0.0,86.78,261.02,314.15,32.42
01-10-2024 22:00:00,5,7370.0,177.03,37.7,0.0,89.65,327.53,392.77,38.5
01-10-2024 23:00:00,5,7156.37,169.87,35.99,0.0,80.11,330.81,400.71,38.5
02-10-2024 00:00:00,5,5981.45,143.05,33.59,0.0,60.56,272.08,332.68,26.85
02-10-2024 01:00:00,5,4539.49,109.97,31.53,0.0,46.73,208.34,251.26,19.0
02-10-2024 02:00:00,5,3311.16,76.89,28.1,0.0,35.76,152.01,180.5,15.33
02-10-2024 03:00:00,5,2937.32,68.84,24.68,0.0,34.33,138.73,161.17,15.83
02-10-2024 04:00:00,5,3044.13,78.68,22.96,0.0,40.53,153.25,175.22,18.49
02-10-2024 05:00:00,5,3524.78,103.71,23.65,0.0,50.07,188.01,209.75,20.77
02-10-2024 06:00:00,5,3631.59,114.44,22.62,0.0,53.88,197.0,217.81,19.0
02-10-2024 07:00:00,5,3524.78,107.29,22.28,0.06,59.6,179.21,201.89,19.76
02-10-2024 08:00:00,5,2296.45,84.04,27.76,0.2,79.15,105.51,120.87,13.93
02-10-2024 09:00:00,5,2109.53,81.36,29.47,0.3,85.83,88.8,103.03,13.55
02-10-2024 10:00:00,4,1789.09,66.16,31.87,0.44,79.15,71.79,83.92,12.54
02-10-2024 11:00:00,3,947.95,16.54,33.93,3.89,41.01,30.9,36.58,7.03
02-10-2024 12:00:00,2,720.98,6.48,33.93,4.78,35.29,19.85,23.9,5.95
02-10-2024 13:00:00,2,727.65,5.25,39.07,2.91,39.1,19.28,23.26,6.21
02-10-2024 14:00:00,3,907.9,16.99,43.53,0.32,58.17,25.77,31.37,8.61
02-10-2024 15:00:00,3,1148.22,34.42,40.44,0.12,72.48,34.56,42.53,10.89
02-10-2024 16:00:00,3,1188.28,32.63,32.9,0.13,57.22,34.15,42.69,9.37
02-10-2024 17:00:00,4,2002.72,45.15,28.79,0.33,44.35,52.22,65.06,10.89
02-10-2024 18:00:00,5,3578.19,79.57,29.82,0.05,51.02,94.43,116.58,16.72
02-10-2024 19:00:00,5,4806.52,109.08,31.87,0.0,68.66,148.51,182.54,29.89
02-10-2024 20:00:00,5,6141.66,144.84,37.36,0.0,104.9,224.42,272.43,52.69
02-10-2024 21:00:00,5,6782.53,169.87,39.41,0.0,112.53,278.01,334.4,52.18
02-10-2024 22:00:00,5,6729.13,177.03,38.73,0.0,99.18,295.31,354.03,41.54
02-10-2024 23:00:00,5,6408.69,175.24,37.01,0.0,79.15,284.38,333.32,30.4
03-10-2024 00:00:00,5,6088.26,182.39,38.39,0.0,72.48,272.63,309.45,22.55
03-10-2024 01:00:00,5,5661.01,193.12,44.55,0.0,78.2,267.85,296.29,17.99
03-10-2024 02:00:00,5,4966.74,193.12,50.04,0.0,82.97,259.53,281.22,14.06
03-10-2024 03:00:00,5,3898.62,171.66,54.15,0.0,79.15,227.61,243.48,9.37
03-10-2024 04:00:00,5,2670.29,132.32,54.84,0.0,75.34,176.04,187.72,6.14
03-10-2024 05:00:00,5,1815.8,92.98,52.78,0.0,70.57,125.32,134.9,5.0
03-10-2024 06:00:00,5,1575.47,78.68,50.04,0.0,69.62,103.9,114.17,5.89
03-10-2024 07:00:00,5,1789.09,85.83,49.35,0.16,85.83,104.99,117.7,9.25
03-10-2024 08:00:00,5,1976.01,90.3,49.35,0.92,105.86,95.87,109.28,11.53
03-10-2024 09:00:00,5,2162.93,95.67,51.41,1.2,119.21,95.63,110.79,13.43
03-10-2024 10:00:00,5,2216.34,98.35,54.84,0.99,127.79,97.49,114.51,14.69
03-10-2024 11:00:00,4,1602.17,58.11,52.78,1.15,89.65,65.03,77.15,10.51
03-10-2024 12:00:00,3,1268.39,37.55,50.04,2.24,72.48,46.26,55.47,8.61
03-10-2024 13:00:00,3,1214.98,33.08,52.78,4.16,71.53,42.92,51.43,8.36
03-10-2024 14:00:00,4,1401.9,43.36,60.32,3.49,89.65,51.64,61.66,10.51
03-10-2024 15:00:00,5,2056.12,84.94,70.6,1.07,139.24,81.62,94.78,14.31
03-10-2024 16:00:00,5,2883.91,132.32,86.37,0.2,186.92,120.4,135.54,14.69
03-10-2024 17:00:00,5,3685.0,162.72,89.11,0.01,177.38,144.85,163.01,13.68
03-10-2024 18:00:00,5,4165.65,168.09,80.88,0.0,144.96,152.74,173.46,12.92
03-10-2024 19:00:00,5,4219.06,155.57,72.66,0.0,117.3,155.12,178.17,13.17
03-10-2024 20:00:00,5,4753.11,139.47,63.75,0.0,90.6,180.08,213.61,17.99
03-10-2024 21:00:00,5,5821.23,148.42,56.89,0.0,84.88,240.41,289.31,26.09
03-10-2024 22:00:00,5,7049.56,178.81,54.15,0.0,95.37,319.32,381.72,38.0
03-10-2024 23:00:00,5,7583.62,212.79,54.84,0.0,100.14,368.79,432.12,45.6
04-10-2024 00:00:00,5,7263.18,227.09,53.47,0.0,84.88,369.68,418.11,36.48
04-10-2024 01:00:00,5,6729.13,219.94,50.04,0.0,69.62,352.97,390.23,27.36
04-10-2024 02:00:00,5,5714.42,191.33,44.55,0.0,51.98,311.29,339.47,21.79
04-10-2024 03:00:00,5,4806.52,153.78,39.76,0.0,41.01,264.75,285.94,19.25
04-10-2024 04:00:00,5,4112.24,121.59,37.01,0.0,38.15,225.36,242.59,17.23
04-10-2024 05:00:00,5,3471.37,97.45,35.99,0.0,40.53,186.23,200.67,14.69
04-10-2024 06:00:00,5,2777.1,70.63,33.93,0.0,35.76,141.59,153.23,11.65
04-10-2024 07:00:00,5,2243.04,46.94,32.56,0.03,30.99,106.08,116.91,10.77
04-10-2024 08:00:00,4,1789.09,33.08,35.99,0.26,33.38,71.96,81.51,8.74
04-10-2024 09:00:00,4,1562.12,27.72,37.7,0.85,36.24,53.4,62.6,8.61
04-10-2024 10:00:00,3,1361.85,20.79,38.39,3.13,38.15,43.1,51.25,8.74
04-10-2024 11:00:00,2,947.95,3.91,33.24,19.67,25.75,24.42,28.9,5.64
04-10-2024 12:00:00,2,834.47,0.89,31.53,23.25,25.27,18.8,22.44,5.26
04-10-2024 13:00:00,2,827.79,0.59,33.24,19.85,27.66,17.01,20.59,5.38
04-10-2024 14:00:00,2,1014.71,6.43,43.87,7.42,43.87,22.97,28.32,7.79
04-10-2024 15:00:00,3,1522.06,32.19,54.84,1.08,79.15,42.64,51.83,11.91
04-10-2024 16:00:00,5,2403.26,67.95,72.66,0.47,122.07,75.48,88.17,14.06
04-10-2024 17:00:00,5,3417.97,96.56,89.11,0.21,133.51,110.26,127.03,14.44
04-10-2024 18:00:00,5,4325.87,125.17,97.33,0.02,133.51,145.58,167.23,16.09
04-10-2024 19:00:00,5,4859.92,150.2,105.56,0.0,135.42,185.14,210.98,18.75
04-10-2024 20:00:00,5,5500.79,164.51,104.19,0.0,123.98,237.03,272.42,26.35
04-10-2024 21:00:00,5,6408.69,184.18,94.59,0.0,118.26,304.82,353.25,38.5
04-10-2024 22:00:00,5,7049.56,194.91,87.74,0.0,122.07,357.89,411.9,53.7
04-10-2024 23:00:00,5,6835.94,185.97,80.2,0.0,115.39,360.99,411.28,60.8
05-10-2024 00:00:00,5,5981.45,162.72,68.55,0.0,80.11,314.66,351.92,41.54
05-10-2024 01:00:00,5,4913.33,128.75,58.95,0.0,52.45,252.29,275.8,25.08
05-10-2024 02:00:00,5,3685.0,82.25,49.35,0.0,31.47,180.42,192.99,16.97
05-10-2024 03:00:00,5,2830.51,49.17,39.07,0.0,20.5,127.29,134.86,12.16
05-10-2024 04:00:00,5,2269.74,31.29,31.87,0.0,17.64,93.95,99.83,9.75
05-10-2024 05:00:00,4,1762.39,21.9,28.45,0.0,20.5,67.44,72.74,7.98
05-10-2024 06:00:00,4,1468.66,17.88,25.36,0.01,21.93,53.2,58.62,7.85
05-10-2024 07:00:00,4,1441.96,18.33,22.28,0.97,24.08,50.62,57.32,9.37
05-10-2024 08:00:00,3,1495.36,19.89,26.39,4.29,30.99,49.77,57.93,10.13
05-10-2024 09:00:00,3,1482.01,18.33,36.33,6.26,39.1,48.92,58.0,10.51
05-10-2024 10:00:00,3,1401.9,14.75,47.98,4.34,47.68,48.09,57.64,11.15
05-10-2024 11:00:00,3,921.25,1.66,40.78,24.32,33.38,26.86,32.53,7.09
05-10-2024 12:00:00,2,754.36,0.45,34.96,40.41,30.52,19.5,23.62,5.95
05-10-2024 13:00:00,2,741.0,0.63,36.33,45.06,32.42,18.37,22.06,5.89
05-10-2024 14:00:00,2,854.49,0.85,48.67,36.84,43.39,23.66,28.07,7.47
05-10-2024 15:00:00,3,1174.93,1.61,73.34,18.95,61.99,40.51,47.0,10.13
05-10-2024 16:00:00,4,1535.42,1.19,89.11,14.48,70.57,63.15,71.55,10.89
05-10-2024 17:00:00,5,2483.37,4.97,94.59,6.44,65.8,97.08,110.36,15.58
05-10-2024 18:00:00,5,3898.62,26.15,98.71,0.11,77.25,145.21,166.17,29.39
05-10-2024 19:00:00,5,5020.14,48.73,106.93,0.0,100.14,198.99,229.26,48.13
05-10-2024 20:00:00,5,6141.66,70.63,119.27,0.0,135.42,268.81,311.19,72.96
05-10-2024 21:00:00,5,6942.75,88.51,119.27,0.0,158.31,332.74,384.9,90.18
05-10-2024 22:00:00,5,7049.56,96.56,104.19,0.0,144.96,361.77,419.04,87.14
05-10-2024 23:00:00,5,6355.29,90.3,79.51,0.0,92.51,338.12,388.42,52.69
06-10-2024 00:00:00,5,5393.98,78.68,65.8,0.0,57.22,287.16,323.49,28.88
06-10-2024 01:00:00,5,4325.87,63.48,58.95,0.0,39.1,235.86,259.84,17.99
06-10-2024 02:00:00,5,2937.32,35.76,50.72,0.0,25.03,160.4,174.03,12.54
06-10-2024 03:00:00,5,2162.93,21.23,38.73,0.0,18.36,113.63,122.95,10.77
06-10-2024 04:00:00,5,1789.09,15.2,30.16,0.01,17.17,89.35,96.92,10.13
06-10-2024 05:00:00,4,1575.47,12.63,26.39,0.03,18.36,74.52,80.93,8.99
06-10-2024 06:00:00,4,1441.96,10.73,23.31,0.07,18.36,62.12,67.89,8.61
06-10-2024 07:00:00,4,1455.31,10.73,21.93,0.36,20.03,56.61,63.19,9.25
06-10-2024 08:00:00,3,1281.74,7.93,29.13,3.98,25.75,44.78,50.86,8.36
06-10-2024 09:00:00,3,1201.63,8.05,30.16,11.44,28.37,40.06,46.38,8.36
06-10-2024 10:00:00,3,1054.76,6.43,28.1,27.18,28.13,36.08,41.93,8.04
06-10-2024 11:00:00,2,640.87,1.66,16.11,67.95,15.97,18.53,21.51,4.5
06-10-2024 12:00:00,2,547.41,0.8,16.28,71.53,15.97,13.47,15.89,4.02
06-10-2024 13:00:00,2,554.08,0.41,19.88,64.37,18.6,13.03,15.57,4.37
06-10-2024 14:00:00,2,614.17,0.04,26.39,50.07,23.6,14.45,17.48,5.19
06-10-2024 15:00:00,2,761.03,0.21,39.41,28.61,33.38,20.05,24.33,6.9
06-10-2024 16:00:00,3,988.01,2.12,55.52,8.4,46.73,28.34,34.18,8.49
06-10-2024 17:00:00,3,1708.98,19.45,63.75,0.2,61.04,49.49,59.4,12.41
06-10-2024 18:00:00,5,2643.59,46.04,58.26,0.0,64.85,76.27,91.2,15.07
06-10-2024 19:00:00,5,3070.83,62.58,48.67,0.0,61.99,95.92,114.8,15.83
06-10-2024 20:00:00,5,3738.4,84.04,45.93,0.0,67.71,134.87,160.97,19.0
06-10-2024 21:00:00,5,4699.71,114.44,45.24,0.0,75.34,195.0,229.94,23.81
06-10-2024 22:00:00,5,5287.17,130.53,45.93,0.0,78.2,245.27,283.95,30.4
06-10-2024 23:00:00,5,5340.58,126.96,46.61,0.0,75.34,263.3,301.5,37.49
07-10-2024 00:00:00,5,5126.95,119.81,47.3,0.0,73.43,255.77,289.79,41.54
07-10-2024 01:00:00,5,5073.55,125.17,50.72,0.0,86.78,264.51,296.19,48.64
07-10-2024 02:00:00,5,4699.71,121.59,50.72,0.0,90.6,259.84,288.73,50.66
07-10-2024 03:00:00,5,4112.24,109.97,42.84,0.0,72.48,236.94,262.11,36.48
07-10-2024 04:00:00,5,3685.0,102.82,35.99,0.0,56.74,219.78,241.22,23.56
07-10-2024 05:00:00,5,3284.45,94.77,30.85,0.0,46.25,201.99,219.01,14.57
07-10-2024 06:00:00,5,2696.99,71.53,25.02,0.0,35.76,161.35,174.52,10.89
07-10-2024 07:00:00,5,2296.45,46.49,21.93,0.23,30.52,119.86,132.56,11.65
07-10-2024 08:00:00,4,1522.06,28.61,35.99,2.39,40.53,69.67,79.35,8.61
07-10-2024 09:00:00,4,1415.25,27.49,40.78,3.89,49.59,57.03,67.53,9.63
07-10-2024 10:00:00,4,1388.55,28.16,45.93,4.83,58.65,53.39,64.93,11.02
07-10-2024 11:00:00,3,1028.06,9.05,48.67,16.09,46.25,34.12,42.04,7.98
07-10-2024 12:00:00,3,907.9,4.53,49.35,23.25,45.78,27.65,34.06,7.09
07-10-2024 13:00:00,3,961.3,4.64,56.89,21.99,53.88,30.55,37.01,7.54
07-10-2024 14:00:00,3,1228.33,12.52,77.46,2.55,81.06,41.63,50.01,10.64
07-10-2024 15:00:00,4,1869.2,51.41,93.22,0.14,135.42,71.53,83.41,15.2
07-10-2024 16:00:00,5,2590.18,80.47,112.41,0.07,167.85,104.92,119.01,15.45
07-10-2024 17:00:00,5,3017.43,84.94,117.9,0.03,143.05,122.03,138.33,13.3
07-10-2024 18:00:00,5,3471.37,96.56,112.41,0.0,127.79,140.05,159.38,13.68
07-10-2024 19:00:00,5,3685.0,101.03,105.56,0.0,118.26,160.16,182.75,14.82
07-10-2024 20:00:00,5,4112.24,95.67,94.59,0.0,102.04,189.76,221.9,23.81
07-10-2024 21:00:00,5,4859.92,101.03,85.0,0.0,103.95,234.55,280.65,41.54
07-10-2024 22:00:00,5,5340.58,106.39,82.25,0.0,114.44,274.05,328.54,61.3
07-10-2024 23:00:00,5,5447.39,110.86,80.88,0.0,118.26,288.95,336.92,74.98
08-10-2024 00:00:00,5,5020.14,106.39,74.03,0.0,102.04,267.4,305.59,67.89
08-10-2024 01:00:00,5,4486.08,100.14,64.43,0.0,81.06,245.51,274.15,50.66
08-10-2024 02:00:00,5,3845.21,84.94,52.78,0.0,53.88,214.37,234.87,33.44
08-10-2024 03:00:00,5,3417.97,73.31,43.53,0.0,42.92,192.62,209.39,28.12
08-10-2024 04:00:00,5,3284.45,69.74,38.04,0.0,41.48,183.17,199.0,27.61
08-10-2024 05:00:00,5,3364.56,73.31,35.3,0.0,46.25,182.13,197.5,25.33
